texto,label
"relacionadas 
20/03/2014 
0205776/14-0 
(10459) – 
GENÉRICO - 
Inclusão Inicial de 
Texto de Bula – 
RDC 60/12 
N/A 
N/A 
N/A 
N/A 
Atualização de texto de bula 
conforme bula padrão 
publicado no bulário. 
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. 
Hosp.). 
09/12/2015 
1071126/15-1 
(10452) – 
GENÉRICO – 
Notificação de 
Alteração de 
Texto de Bula – 
RDC 60/12 
N/A 
N/A 
N/A 
N/A 
6. Como devo usar este 
medicamento? /  
8. Posologia e modo de usar.  
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. 
Hosp.). 
29/08/2016 
2231042/16-8 
(10452) – 
GENÉRICO – 
Notificação de 
Alteração de 
Texto de Bula – 
RDC 60/12 
N/A 
N/A 
N/A 
N/A 
8. Quais os males que 
Este medicamento 
pode me causar? 
9. Reações adversas 
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. Hosp.) 
28/10/2016 
2434389/16-7 
(10452) – 
GENÉRICO – 
Notificação de 
Alteração de 
Texto de Bula – 
RDC 60/12 
N/A 
N/A 
N/A 
N/A 
4. O que devo saber antes de 
usar este medicamento? 
5. Advertências e precauções 
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. 
Hosp.). 
22/02/2017 
0293901/17-1 
(10452) – 
GENÉRICO – 
Notificação de 
Alteração de 
Texto de Bula – 
RDC 60/12 
N/A 
N/A 
N/A 
N/A 
4. O que devo saber antes de 
usar este medicamento? 
5. Advertências e precauções 
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. 
Hosp.). 
03/03/2018 
0164879/18-9 
(10452) – 
GENÉRICO – 
Notificação de 
Alteração de 
Texto de Bula – 
RDC 60/12 
N/A 
N/A 
N/A 
N/A 
4. o que devo saber antes de 
usar este medicamento? 
8. quais males que este 
medicamento pode me 
causar? 
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. 
Hosp.). 
19/02/2021 
0671988/21-1 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
VP 
I – Identificação Do 
Medicamento 
5. Onde, Como E Por 
Quanto Tempo Posso 
Guardar Esse Medicamento? 
III – Dizeres Legais 
VPS 
I – Identificação Do 
Medicamento 
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. 
Hosp.). 
7. Cuidados de 
Armazenamento do 
Medicamento 
9. Reações Adversas 
III – Dizeres Legais 
19/05/2021 
1936158/21-1 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
VP 
4. o que devo saber antes de 
usar este medicamento? 
8. quais males que este 
medicamento pode me 
causar? 
VPS 
5. Advertências e 
Precauções 
9. Reações Adversas 
VP/VPS 
1 Bisnaga com 50 g de 
gel vaginal, 
acompanhada de 10 
aplicadores. 
25 Bisnagas com 50 g de 
gel vaginal, 
acompanhadas de 250 
aplicadores (Emb. 
Hosp.). 
24/11/2021 
4643339217 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
4. O QUE DEVO SABER 
ANTES DE USAR ESTE 
MEDICAMENTO? 
5. ADVERTÊNCIAS E 
PRECAUÇÕES 
VP 
VPS 
Gel vaginal de 100 mg/g. 
Embalagem contendo 1 
bisnaga com 50 g + 10 
aplicadores descartáveis 
ou 25* bisnagas com 50 
g + 250 aplicadores 
descartáveis. 
*Embalagem hospitalar 
24/03/2022 
1358256/22-5 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
4. O QUE DEVO 
SABER ANTES DE 
USAR ESTE 
MEDICAMENTO? 
8. QUAIS OS 
MALES QUE ESTE 
MEDICAMENTO 
PODE ME CAUSAR? 
6. INTERAÇÕES 
MEDICAMENTOSAS 
9. REAÇÕES ADVERSAS 
VP 
VPS 
Gel vaginal de 100 mg/g. 
Embalagem contendo 1 
bisnaga com 50 g + 10 
aplicadores descartáveis 
ou 25* bisnagas com 50 
g + 250 aplicadores 
descartáveis. 
*Embalagem hospitalar 
24/11/2022 
4978122/22-8 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
08/02/2022 
0479633/22-3 
1959 - 
GENERICO - 
Solicitação de 
Transferência de 
Titularidade de 
Registro 
(Incorporação de 
Empresa) 
08/08/2022",OUTROS
"VP/VPS 
Gel vaginal de 100 mg/g. 
Embalagem contendo 1 
bisnaga com 50 g + 10 
aplicadores descartáveis 
ou 25* bisnagas com 50 
g + 250 aplicadores 
descartáveis. 
*Embalagem hospitalar 
25/11/2022 
4983260/22-6 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
4. O QUE DEVO SABER 
ANTES DE USAR ESTE 
MEDICAMENTO? 
ADVERTÊNCIAS 
E PRECAUÇÕES 
5.ADVERTÊNCIAS E 
PRECAUÇÕES 
VP 
VPS 
Gel vaginal de 100 mg/g. 
Embalagem contendo 1 
bisnaga com 50 g + 10 
aplicadores descartáveis 
ou 25* bisnagas com 50 
g + 250 aplicadores 
descartáveis. 
*Embalagem hospitalar 
21/02/2025 
0250689/25-1 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
4. O QUE DEVO SABER 
ANTES DE USAR ESTE 
MEDICAMENTO? 
III – DIZERES LEGAIS 
5. ADVERTÊNCIAS E 
PRECAUÇÕES 
9. REAÇÕES ADVERSAS 
III – DIZERES LEGAIS 
VP/VPS 
Gel vaginal de 100 mg/g. 
Embalagem contendo 1 
bisnaga com 50 g + 10 
aplicadores descartáveis 
ou 25* bisnagas com 50 
g + 250 aplicadores 
descartáveis. 
*Embalagem hospitalar 
- 
- 
10452 - 
GENÉRICO - 
Notificação de 
Alteração de 
Texto de Bula – 
publicação no 
Bulário RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
4. O QUE DEVO SABER 
ANTES DE USAR ESTE 
MEDICAMENTO? 
5. ADVERTÊNCIAS E 
PRECAUÇÕES 
VP 
VPS 
Gel vaginal de 100 mg/g. 
Embalagem contendo 1 
bisnaga com 50 g + 10 
aplicadores descartáveis 
ou 25* bisnagas com 50 
g + 250 aplicadores 
descartáveis. 
*Embalagem hospitalar",OUTROS
"nimesulida betaciclodextrina 
Comprimido revestido 
400 mg 
Bula_Paciente_nimesulida_betaciclodextrina_com_rev 
VERSÃO 02 
nimesulida betaciclodextrina 
Medicamento genérico Lei nº 9.787, de 1999. 
APRESENTAÇÃO 
Comprimido revestido 400 mg: embalagem contendo 10 ou 30 comprimidos. 
USO ORAL 
USO ADULTO",OUTROS
"Cada comprimido revestido contém: 
nimesulida betaciclodextrina .................................................................................................................................... 400mg* 
Excipientes q.s.p ............................................................................................................................................. 1 comprimido 
Excipientes: lactose monoidratada, celulose microcristalina, hiprolose, laurilsulfato de sódio, amidoglicolato de sódio, 
estearato de magnésio, dióxido de silício, álcool polivinílico, talco, dióxido de titânio, monocaprilocaprato de gricerila, 
óxido de ferro amarelo. 
*cada 400 mg de nimesulida betaciclodextrina equivalem a 100 mg de nimesulida",COMPOSICAO
"A nimesulida betaciclodextrina é indicada como anti-inflamatório, como medicamento para dor e febre, para o tratamento 
dos estados flogísticos (sinais de inflamação, como vermelhidão e inchaço) dolorosos e não dolorosos acompanhados ou 
não por febre, inclusive os relacionados ao aparelho osteoarticular (ossos e articulações).",INDICACAO
"A nimesulida betaciclodextrina é uma nova formulação da nimesulida na qual a substância ativa forma um complexo com 
a substância betaciclodextrina. Esse medicamento atua reduzindo os processos inflamatórios, a febre, a dor, especialmente 
dores nos ossos e nas articulações.",OUTROS
"A nimesulida betaciclodextrina não é indicada para pacientes predispostos à sensibilidade no estômago, ou sabidamente 
portadores de alguma lesão na mucosa do estômago. 
Não deve ser administrada a pacientes com intolerância gástrica ao ácido acetilsalicílico e portadores de lesão no fígado 
grave e a pacientes hemofílicos. Deve-se tomar cuidado em pacientes com função renal comprometida. 
Este medicamento é contraindicado para menores de 12 anos. 
A nimesulida é absolutamente contraindicada nos três primeiros meses de gravidez. 
No caso particular da nimesulida, que devido a vários mecanismos prolonga o tempo de sangramento, a sua atividade e 
utilização é contraindicada em grávidas no final da gestação, bem como a hemofílicos. 
Pelo mesmo motivo, a terapia com nimesulida deverá ser suspensa, no mínimo, 2 semanas antes de cirurgias. 
Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista. 
Não há informação disponível sobre a excreção de nimesulida no leite materno e, portanto, esta não deve ser administrada 
a mulheres que estejam amamentando.",CONTRAINDICACAO
"Em tratamentos prolongados, recomenda-se o controle periódico do quadro sanguíneo. 
A nimesulida pode inibir a função plaquetária e prolongar o tempo de sangramento, sendo este efeito reversível. Assim 
deve-se ter cautela em pacientes portadores de doenças intrínsecas da coagulação ou em uso de anticoagulantes, tais como 
os cumarínicos (fenindiona, varfarina), e em hemofílicos. Pelo mesmo motivo, a terapia com a nimesulida deverá ser 
suspensa, no mínimo, 2 semanas antes de cirurgias. 
Atenção especial para pacientes que apresentam: 
Bula_Paciente_nimesulida_betaciclodextrina_com_rev 
VERSÃO 02 
- Insuficiência cardíaca; 
- Hipertensão arterial (pressão alta); 
- Problemas hematológicos (sanguíneos) e que tomam anticoagulantes; 
- Portadores de úlcera péptica; 
- Problemas renais com prejuízo da função renal ou depleção do volume extracelular, que não são altamente suscetíveis de 
sofrerem redução no fluxo sanguíneo renal; 
- Problemas hepáticos (do fígado); 
- Hipersensibilidade aos anti-inflamatórios não esteroidais ou ao ácido acetilsalicílico, porém o uso da nimesulida tem 
menores efeitos colaterais para estes indivíduos; 
- Asma. 
Se ocorrer perturbações visuais, devido à ação de qualquer fármaco anti-inflamatório não esteroide, deve-se proceder a um 
exame oftalmológico. 
O choque anafilático é uma reação que ocorre principalmente em indivíduos sensíveis. Portanto, a nimesulida deve ser 
prescrita com cuidado a pacientes asmáticos ou atópicos. 
Durante o tratamento, recomenda-se evitar a ingestão de bebidas alcoólicas. A ação irritante do álcool no estômago é 
aumentada quando é ingerido com este medicamento, podendo aumentar o risco de úlcera e sangramento. 
Pacientes com intolerância ao álcool, ou seja, pacientes que reagem até mesmo a pequenas quantidades de certas bebidas 
alcoólicas, apresentando sintomas como espirros, lacrimejamento e rubor na face, demonstram que podem ser portadores 
de síndrome de asma analgésica prévia não diagnosticada. 
Uso na gravidez e lactação – a nimesulida é absolutamente contraindicada nos três primeiros meses de gravidez e, após 
esse período, só deve ser empregada nos casos de absoluta necessidade e sob orientação médica. No caso particular da 
nimesulida, que devido a vários mecanismos prolonga o tempo de sangramento, a sua atividade e utilização é contraindicada 
em grávidas no fim da gestação. O uso de anti-inflamatórios não esteroidais até o final da gravidez está associado a uma 
incidência maior de distocia (dificuldade na evolução do parto) e atonia uterina (corresponde a uma condição na qual o 
útero, logo após o parto, não consegue efetivar de maneira satisfatória contração mantida por suas fibras musculares, 
consequentemente há sangramento volumoso, podendo a paciente inclusive entrar em choque, se não tratada) e também 
está associado à indução do fechamento do ducto arterioso do feto. 
Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista. 
Até o momento não há informação disponível sobre a excreção de nimesulida no leite materno e, portanto, esta não deve 
ser administrada a mulheres que estejam amamentando. 
O uso deste medicamento no período da lactação depende da avaliação e acompanhamento do seu médico ou 
cirurgião-dentista. 
Atenção: contém lactose. 
Atenção: contém 292,55 mg de lactose/comprimido revestido. 
Este medicamento não deve ser usado por pessoas com síndrome de má-absorção de glicose-galactose. 
Atenção: Contém os corantes óxido de ferro amarelo e dióxido de titânio que podem, eventualmente, causar reações 
alérgicas.",OUTROS
"Interação medicamento – medicamento 
Anticoagulantes orais: aumenta a atividade dos anticoagulantes orais como os cumarínicos (varfarina e a fenindiona) e a 
heparina. Os anticoagulantes podem acentuar o efeito hemorrágico da nimesulida sobre a mucosa gástrica. 
Esteroides adrenocorticoides: tais como a hidrocortisona e a aldosterona proporcionam o aumento da irritação e 
sangramento estomacal. 
metotrexato: aumenta a atividade e os efeitos tóxicos desta substância. 
Anti-inflamatórios não hormonais: o naproxeno, cetoprofeno, ibuprofeno, piroxicam, tenoxicam, meloxicam, 
diclofenaco, aceclofenaco, sulindac, nimesulida, fentiazac e outros podem aumentar os efeitos colaterais. 
fenofibrato, ácido acetilsalicílico, ácido valpróico, tolbutamida: podem diminuir a ação da nimesulida. 
ciclosporina, probenecida, lítio e álcool: a nimesulida reduz a depuração do lítio, resultando em níveis plasmáticos 
elevados e toxicidade ao lítio. Portanto, recomenda-se cuidado na administração concomitante de nimesulida com qualquer 
uma destas drogas, devido ao aumento do risco de hemorragias gastrintestinais. 
fenitoína: pode haver potencialização da ação da fenitoína. 
Bula_Paciente_nimesulida_betaciclodextrina_com_rev 
VERSÃO 02 
Interação medicamento - exame laboratorial 
Não há dados disponíveis até o momento sobre a interferência da nimesulida em exames de laboratório. 
Este medicamento é contraindicado em caso de suspeita de dengue, pois pode aumentar o risco de sangramentos.  
Não tome este medicamento por período maior do que está recomendado na bula ou recomendado pelo médico, pois 
pode causar problemas nos rins, estômago, intestino, coração e vasos sanguíneos. Não use este medicamento caso 
tenha problemas no estômago.  
Este medicamento pode causar danos ao fígado. Por isso, seu uso requer acompanhamento médico estrito e exames 
laboratoriais periódicos para controle. 
Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento.  
Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua saúde.",OUTROS
"Armazenar em temperatura ambiente (de 15°C a 30 °C). 
Número de lote e datas de fabricação e validade: vide embalagem. 
Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem original. 
A nimesulida betaciclodextrina apresenta-se como comprimido revestido oblongo, biconvexo, de cor amarela, sem vinco. 
Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe alguma 
mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo. 
Todo medicamento deve ser mantido fora do alcance de crianças.",OUTROS
"Uso oral 
Tomar 1 comprimido, 2 vezes ao dia, com um pouco de água e sem mastigar. 
A nimesulida betaciclodextrina não deve ser administrada em altas doses, ou por períodos prolongados, sem controle 
médico. 
Dose máxima diária recomendada: 2 comprimidos/dia que equivalem a 800mg/dia de nimesulida betaciclodextrina. 
Siga a orientação do seu médico, respeitando sempre os horários, as doses e a duração do tratamento. 
Não interrompa o tratamento sem o conhecimento do seu médico. 
Este medicamento não deve ser partido, aberto ou mastigado.",POSOLOGIA
"Não há motivos significativos para se preocupar caso se esqueça de utilizar o medicamento. 
Caso necessite utilizá-lo novamente, retome o seu uso de maneira recomendada, respeitando os intervalos e horários 
estabelecidos, não devendo dobrar a dose porque se esqueceu de tomar a anterior. 
Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.",OUTROS
"Ao classificar a frequência das reações, utilizamos os seguintes parâmetros: 
Reação muito comum (ocorre em mais de 10% dos pacientes que utilizam este medicamento). 
Reação comum (ocorre entre 1% e 10% dos pacientes que utilizam este medicamento). 
Reação incomum (ocorre entre 0,1% e 1% dos pacientes que utilizam este medicamento). 
Reação rara (ocorre entre 0,01% e 0,1% dos pacientes que utilizam este medicamento). 
Reação muito rara (ocorre em menos de 0,01% dos pacientes que utilizam este medicamento). 
Reações comuns: irritação no estômago (dores abdominais), náuseas, vômitos, vertigem e dor de cabeça. 
Reações raras: reação alérgica e ressecamento da pele. 
Choque anafilático (urticária/coceira, inchaço dos lábios e olhos, congestão nasal, tontura, dificuldade de respirar). 
Hemorragia silenciosa no estômago e intestino; úlcera no estômago com ou sem hemorragia. 
Ototoxicidade (inflamação no ouvido), sendo mais comum quando há a utilização de altas doses e por tempo prolongado. 
Insuficiência renal, principalmente em pacientes que dependem das prostaglandinas para o funcionamento renal. 
Asma: têm sido reportados casos de crise asmática, particularmente em pacientes com intolerância ao ácido acetilsalicílico, 
porém o índice é bem menor com o uso da nimesulida. 
Pode haver piora na frequência das crises de angina (dores fortes no peito) aumentando-os com frequência. 
Bula_Paciente_nimesulida_betaciclodextrina_com_rev 
VERSÃO 02 
Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações indesejáveis pelo uso do 
medicamento. Informe também à empresa através do seu serviço de atendimento. 
9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE 
MEDICAMENTO? 
Sintomas: doses elevadas de nimesulida podem provocar toxicidade nos ouvidos, taquicardia, náuseas, vômitos, dispepsia, 
insônia, tremores e raramente, ritmos cardíacos irregulares, arritmias, úlcera gastroduodenal, convulsões, distúrbios visuais 
e abortamento. 
Tratamento: deve-se instituir a lavagem gástrica, seguida de hidratação oral ou venosa com soro glicosado, o uso de 
antiácido sob forma de suspensão e período de observação de 12 a 24 horas, bem como cuidados apropriados de suporte, 
caso necessário, e feitos somente com profissional da saúde habilitado. 
Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a embalagem 
ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais orientações.",EFEITOS_ADVERSOS
"Registro: 1.0043.1511 
Registrado e produzido por: 
Rod. Pres. Castello Branco, 3565 - Itapevi - SP 
VENDA SOB PRESCRIÇÃO. 
Esta bula foi atualizada conforme Bula Padrão aprovada pela ANVISA em 07/11/2024. 
!
!
!
Bula_Paciente_nimesulida_betaciclodextrina_com_rev 
VERSÃO 02 
Histórico de Alterações da Bula – Nimesulida Betaciclodextrina 
Dados da submissão eletrônica 
Dados da petição/notificação que altera 
bula 
Dados das alterações de bulas 
Data do 
expediente  
No do 
expediente 
Assunto 
Data do 
expediente 
No do 
expediente Assunto Data de 
aprovação 
Itens de bula 
Versões 
(VP/VPS)",OUTROS
"relacionadas 
07/08/2024 1076212/24-7 Inclusão Inicial de Texto 
de Bula - RDC 60/12 
- 
- 
- 
- 
- 
VP/VPS 
Comprimido 400 
mg 
17/02/2025 0221679/25-1 
10452 - GENÉRICO - 
Notificação de Alteração 
de Texto de Bula – 
publicação no Bulário 
RDC 60/12 
- 
- 
- 
- 
2. Como este 
medicamento funciona? 
4. O que devo 
saber antes de 
usar este medicamento?",OUTROS
"VP 
Comprimido 
400mg 
- 
- 
10452 - GENÉRICO - 
Notificação de Alteração 
de Texto de Bula – 
publicação no Bulário 
RDC 60/12 
- 
- 
- 
- 
4. O que devo 
saber antes de 
usar este medicamento? 
VP 
Comprimido 
400mg",OUTROS
"omeprazol sódico 
Pó liofilizado para solução injetável 40mg 
omeprazol sódico 
Medicamento genérico Lei nº 9.787, de 1999. 
APRESENTAÇÃO 
Pó liofilizado para solução injetável 40mg  
Embalagem contendo 25 frascos-ampola + 25 ampolas de diluente com 10mL. 
USO INTRAVENOSO 
USO ADULTO",OUTROS
"Cada frasco ampola contém: 
omeprazol sódico (equivalente a 40mg de omeprazol) .......................................................42,54mg 
Excipientes: manitol e hidróxido de sódio. 
Cada ampola de solução diluente com 10mL contém: macrogol, fosfato de sódio dibásico, fosfato 
de sódio monobásico monoidratado e água para injetáveis.",COMPOSICAO
"O omeprazol sódico está indicado quando a administração do omeprazol comprimido está 
impossibilitada, na presença de alguma das seguintes indicações: 
-Úlcera péptica (erosão na parede) do estômago ou do duodeno; 
-Esofagite de refluxo (inflamação do esôfago por líquido ácido proveniente do estômago); 
-Síndrome de Zollinger-Ellison (doença causada por um tumor produtor de gastrina, um 
hormônio que aumenta a produção de ácido pelo estômago e favorece o aparecimento de 
múltiplas úlceras); 
-Prevenção de aspiração do conteúdo gástrico durante a anestesia geral em pacientes de risco.",INDICACAO
"O omeprazol reduz a secreção ácida gástrica, ligando-se à bomba de prótons, estrutura presente 
nas células gástricas e que é responsável pela liberação do ácido presente no líquido gástrico. Sua 
ação se dá na fase de liberação do ácido de forma a não ser influenciada pelo tipo de estímulo que 
levou a produção ácida.",OUTROS
"O uso deste medicamento é contraindicado em caso de alergia conhecida ao omeprazol sódico ou 
demais componentes da formulação. 
Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica, ou 
do cirurgião-dentista.",CONTRAINDICACAO
"Advertências 
O omeprazol sódico deve ser usado exclusivamente por via endovenosa. 
Se você apresentar sintomas de alarme (emagrecimento, vômitos recorrentes, dificuldade ou dor 
para engolir, vômitos com sangue vivo, fezes escurecidas como “borra de café”, ou anemia) ou 
úlceras gástricas, uma investigação adequada deve ser realizada antes da instituição do 
tratamento, a fim de excluir a possibilidade de câncer, evitando assim, retardar o correto 
diagnóstico e tratamento. 
Em pacientes com doença grave do fígado, as enzimas hepáticas devem ser monitoradas, e o 
tratamento suspenso caso haja aumento nos valores basais. 
Precauções 
Gravidez e lactação 
O omeprazol sódico não deve ser administrado quando houver gravidez suspeita ou confirmada 
ou durante a lactação, a não ser que, a critério médico, os benefícios do tratamento superem os 
riscos potenciais para o bebê. 
O uso deste medicamento no período da lactação depende da avaliação e acompanhamento 
do seu médico ou cirurgião-dentista. 
Estudos em animais não demonstraram risco para o feto após a administração de omeprazol 
durante a gestação; todavia não existem estudos controlados de qualidade em mulheres grávidas. 
Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica, ou 
do cirurgião-dentista. 
Pacientes idosos 
Não é necessário o ajuste de doses para pacientes idosos. 
Crianças 
Devido à escassez de estudos avaliando a segurança do uso do omeprazol sódico em crianças, seu 
uso não está recomendado nesta faixa etária. 
Efeitos sobre a habilidade de dirigir veículos e/ou operar máquinas 
Não há evidências de que omeprazol sódico diminua a habilidade de dirigir veículos e/ou operar 
máquinas.",OUTROS
"Relate ao seu médico todos os medicamentos que vem utilizando, pois omeprazol sódico pode 
interferir na absorção ou eliminação de diversas substâncias. 
Por diminuir a secreção ácida gástrica, o omeprazol pode diminuir a absorção de determinados 
medicamentos, especialmente derivados imidazólicos, como o cetoconazol. 
A fenitoína pode ter seu nível sérico elevado quando administrada junto com o omeprazol. O 
mesmo pode ocorrer com a administração de benzodiazepínicos (especialmente o diazepam). 
A ação da varfarina encontra-se exacerbada quando administrada em conjunto com omeprazol, 
devendo-se realizar monitorização rigorosa dos exames de coagulação devido risco maior de 
sangramento. 
A ação do clopidogrel encontra-se reduzida, quando utilizado em associação com o omeprazol. 
Desta forma, a associação destes dois medicamentos deve ser evitada. 
Estudos de interação medicamentosa de omeprazol sódico com outras medicações indicam que 
20-40 mg de omeprazol sódico administrado repetidamente não têm influência sobre outros 
fármacos, como cafeína, fenacetina, teofilina, piroxicam, diclofenaco, naproxeno, metoprolol, 
propranolol, etanol, ciclosporina, lidocaína, quinidina e estradiol. 
Alteração de testes laboratoriais 
Não há relato de alterações laboratoriais significativas em pacientes em uso de omeprazol sódico. 
Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro 
medicamento. 
Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua 
saúde. 
5. 
ONDE, 
COMO 
E 
POR 
QUANTO 
TEMPO 
POSSO 
GUARDAR 
ESTE 
MEDICAMENTO? 
ANTES DA RECONSTITUIÇÃO ARMAZENAR EM TEMPERATURA AMBIENTE (DE 
15ºC A 30ºC). PROTEGER DA LUZ DO CALOR E UMIDADE. 
Após reconstituição, manter em temperatura ambiente (15°C a 30°C) e utilizar a solução em até 4 
(quatro) horas. Despreze qualquer solução não utilizada após este período de tempo. 
Número de lote e datas de fabricação e validade: vide embalagem. 
Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem 
original. 
Características do medicamento: Pó branco ou quase branco, de natureza higroscópica. Após 
reconstituição, solução límpida, incolor a levemente amarelada e isenta de partículas estranhas.  
Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e 
você observe alguma mudança no aspecto, consulte o farmacêutico para saber se poderá 
utilizá-lo. 
Todo medicamento deve ser mantido fora do alcance das crianças.",OUTROS
"Dosagem 
Em pacientes que, por algum motivo, o tratamento por via oral não esteja indicado, como por 
exemplo, naqueles gravemente enfermos, recomenda-se a administração intravenosa de 40 mg de 
omeprazol sódico, uma vez ao dia. Esta administração proporciona redução imediata da acidez 
gástrica e uma redução média de aproximadamente 90%, em um período de 24 (vinte e quatro) 
horas. 
Em pacientes com síndrome de Zollinger-Ellison, a dose inicial recomendada de omeprazol 
sódico administrada por via intravenosa é de 60 mg, uma vez ao dia. Doses diárias maiores 
podem ser necessárias e devem ser ajustadas individualmente. Quando a dose exceder 60 mg 
diários, esta deve ser dividida e administrada a cada 12 horas. 
Para indivíduos portadores de úlcera gástrica ou duodenal, sem sangramento ativo, a dose deve 
ser de 40 mg, uma vez ao dia. Em caso de sangramento ativo, a dose diária deve ser de 40 mg a 
cada 12 horas. 
Para prevenção de aspiração, quando a administração intravenosa é preferida, omeprazol sódico 
40 mg, via intravenosa, deve ser administrado uma hora antes da cirurgia. Caso a cirurgia sofra 
atraso de mais de 2 horas, deve-se administrar uma injeção adicional de 40 mg. 
Como usar 
Antes da administração, confira o nome do medicamento em sua embalagem para evitar enganos. 
Para a reconstituição, utilize unicamente a solução diluente que acompanha o produto e siga as 
instruções descritas em “Posologia - preparo da solução para injeção”. 
Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do 
tratamento. 
Não interrompa o tratamento sem o conhecimento do seu médico. 
7. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE 
MEDICAMENTO? 
A utilização deste medicamento será em ambiente hospitalar, orientado e executado por 
profissionais especializados e não dependerá da conduta do paciente. Desta forma, é improvável 
o esquecimento de doses. 
Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-
dentista.",POSOLOGIA
